Wins,Bat_H,Bat_2B,Bat_3B,Bat_HR,Bat_BB,Bat_SO,Base_SB,Base_CS,Pitch_HR,Pitch_BB,Pitch_SO,Field_DP,Field_E,Pitch_H,Ratio_Bat_H_Pitch_H,Ratio_Bat_HR_Pitch_HR,Ratio_Bat_BB_Pitch_BB,Ratio_Bat_SO_Pitch_SO
34,2059,209,54,14,248.25,359,35,24,47,377,547,178,0.908432943790823,0.4999999238845548,4118.000626886902,0.2978723404255319,0.6584880636604774,0.6563071297989032
0,891,167,23,14,248.25,359,35,24,18,377,421.3,155,0.908432943790823,0.4999999238845548,1782.000271275488,0.7777777777777778,0.6584880636604774,0.8521243769285545
64,1276,179,27,125,626,1015,167,59,125,626,1015,149,0.9058278931416256,0.49999971129239384,2552.0014735644727,1,1,1
65,1305,202,24,126,592,985,91,73,126,592,985,142,0.9050009918928839,0.49999971129239384,2610.001507054574,1,1,1
69,1195,167,23,105,546,930,83,53,106,549,936,153,0.9050979851781847,0.49999971129239384,2390.001380023154,0.9905660377358491,0.994535519125683,0.9935897435897436
68,1250,173,23,91,490,901,66,59,95,509,936,151,0.9052502251143105,0.49999971129239384,2500.0014435388644,0.9578947368421052,0.962671905697446,0.9626068376068376
74,1399,229,40,145,563,977,110,66,145,563,977,167,0.9052793512697525,0.49999974453313684,2798.0014295932965,1,1,1
68,1343,242,34,146,553,922,65,64,146,553,922,162,0.9060861645194422,0.49999972278420024,2686.001489204102,1,1,1
66,1334,171,38,89,514,915,62,61,90,517,921,161,0.9054979957619532,0.499999722370908,2668.0014814296574,0.9888888888888889,0.9941972920696325,0.993485342019544
67,1425,255,46,125,443,862,85,67,125,443,862,165,0.9050979851781847,0.4999997537703909,2850.001403509463,1,1,1
93,1530,265,38,173,520,805,95,53,173,520,805,144,0.9054188730944335,0.4999997864069375,3060.001307190101,1,1,1
96,1562,293,41,186,552,750,101,53,187,555,755,154,0.9047189473957922,0.4999997976678386,3124.0012641718563,0.9946524064171123,0.9945945945945946,0.9933774834437086
86,1555,298,36,199,455,745,131,56,203,455,745,186,0.905336356027572,0.4999997932196731,3110.001286174165,0.9802955665024631,1,1
92,1428,257,30,143,446,685,58,54,209.25,663,1018,186,0.9042647362991719,0.49999988896005315,2856.0006342603174,0.6833930704898447,0.6726998491704375,0.6728880157170923
95,1599,277,41,199,484,714,84,52,209.25,484,714,185,0.9046033900893089,0.4999998044431303,3198.001250782228,0.951015531660693,1,1
87,1556,281,57,132,475,665,101,49,132,475,665,162,0.9040764853957337,0.49999979348537216,3112.0012853475746,1,1,1
71,1476,252,44,102,465,751,69,34,103,468,756,154,0.90522067108304,0.49999977326576656,2952.0013386395212,0.9902912621359223,0.9935897435897436,0.9933862433862434
77,1402,257,38,128,533,992,101,50,129,536,998,147,0.905336356027572,0.49999974885994974,2804.001408394109,0.9922480620155039,0.9944029850746269,0.9939879759519038
91,1552,272,46,163,598,1040,176,74,163,598,1040,155,0.9052793512697525,0.499999792419492,3104.0012886603286,1,1,1
87,1409,258,26,113,439,911,159,55,113,439,911,146,0.9043972888920141,0.49999974814648407,2818.001419447131,1,1,1
81,1415,235,32,126,455,791,165,62,126,455,791,164,0.9055489589222269,0.49999975027781596,2830.001413428268,1,1,1
74,1408,247,36,128,519,821,164,72,128,519,821,152,0.9053917550251367,0.49999974778861056,2816.0014204552617,1,1,1
83,1523,247,53,116,556,802,106,68,116,556,802,176,0.9043097069334213,0.499999784438996,3046.0013131982023,1,1,1
75,1472,320,30,139,587,958,83,52,196,757,1173,183,0.9043972888920141,0.49999988376083,2944.0006844163922,0.7091836734693877,0.7754293262879789,0.8167092924126172
73,1495,280,47,144,565,900,118,45,162,636,1013,186,0.9043097069334213,0.49999982326684866,2990.0010568646185,0.8888888888888888,0.8883647798742138,0.8884501480750246
80,1578,304,40,178,624,986,101,48,178,624,986,180,0.9049337941110167,0.499999799203561,3156.001267427632,1,1,1
78,1424,296,27,136,497,973,104,55,137,500,979,172,0.9046425512590116,0.4999997565119657,2848.0013869085187,0.9927007299270073,0.994,0.9938712972420838
74,1439,266,23,152,532,1039,81,59,152,532,1039,186,0.9039258492063404,0.49999975853820966,2878.0013898547363,1,1,1
74,1533,301,30,166,662,1072,82,33,167,666,1079,143,0.9047189473957922,0.4999997899908814,3066.001287776456,0.9940119760479041,0.993993993993994,0.9935125115848007
73,1366,297,25,177,620,1103.35,72,44,177,620,1173,186,0.9043097069334213,0.49999973204084125,2732.001464129628,1,1,0.940622335890878
68,1378,273,30,199,488,1103.35,66,36,209,488,1173,156,0.9035384372123693,0.4999997366874438,2756.001451379574,0.9521531100478469,1,0.940622335890878
56,1369,269,29,139,500,1103.35,94,50,139,500,1125,154,0.9035384372123693,0.49999973321395547,2738.0014609211594,1,1,0.9807555555555555
68,1423,266,24,196,547,1103.35,99,39,196,547,1173,142,0.9041248489082961,0.49999975307776223,2846.0014054820713,1,1,0.940622335890878
67,1366,297,32,136,543,1103.35,139,40,137,546,1173,133,0.9043097069334213,0.49999973515209684,2732.0014471297095,0.9927007299270073,0.9945054945054945,0.940622335890878
81,1413,320,23,175,531,1103.35,79,34,175,531,1162,139,0.9043538843030066,0.499999749570388,2826.001415428876,1,1,0.9495266781411359
75,1400,301,23,180,502,1103.35,71,37,180,502,1173,126,0.9042647362991719,0.4999997448979592,2800.0014285721577,1,1,0.940622335890878
74,1562,233,101,40,434,414,155,71,49,529,504,118,0.9078180641245343,0.4999998619321927,3124.0008626478984,0.8163265306122449,0.8204158790170132,0.8214285714285714
73,1594,312,79,56,392,359,144,91,67,467,421.3,98,0.9077546191924382,0.49999986134993585,3188.0008840330543,0.835820895522388,0.8394004282655246,0.8521243769285545
51,1261,203,85,20,304,547,155,79,24,377,647,102,0.9074385309100291,0.4999997750869177,2522.0011344620975,0.8333333333333334,0.8063660477453581,0.8454404945904173
69,1203,207,73,24,320,359,181,91,26,377,569,98,0.9076077812133455,0.49999971129239384,2406.001389261803,0.9230769230769231,0.8488063660477454,0.6309314586994728
59,1274,167,70,28,330,648,252,91,30,377,791,98,0.9073458782886831,0.49999973592144403,2548.001345745032,0.9333333333333333,0.8753315649867374,0.8192161820480405
53,1334,167,62,14,418,676,239,91,18,448,637,98,0.9075585680879007,0.49999975583088063,2668.001302887057,0.7777777777777778,0.9330357142857143,1.0612244897959184
45,1185,167,44,14,342,615,145,58,18,377,714,107,0.9073651926988375,0.49999971129239384,2370.0013684748433,0.7777777777777778,0.9071618037135278,0.8613445378151261
71,1261,167,49,14,482,802,206,91,18,517,846,106,0.9072643142117844,0.4999997268668514,2522.0013776843543,0.7777777777777778,0.9323017408123792,0.9479905437352246
67,1376,167,57,17,490,421,226,91,18,515,464,98,0.9075061404970917,0.499999761200759,2752.0013143516503,0.9444444444444444,0.9514563106796117,0.9073275862068966
97,1383,215,92,21,503,663,292,91,22,536,766,98,0.907478622929341,0.49999976986904626,2766.001273085022,0.9545454545454546,0.9384328358208955,0.8655352480417755
95,1348,167,85,20,463,626,301.79999999999995,91,21,487,659,128,0.9072132907253859,0.49999975133335056,2696.0013408112404,0.9523809523809523,0.9507186858316222,0.9499241274658573
85,1310,185,85,19,494,673,231,91,20,520,708,122,0.9071273821994986,0.4999997366874438,2620.001379758521,0.95,0.95,0.9505649717514124
90,1297,167,84,14,485,573,197,91,18,514,607,107,0.9069407108319547,0.4999997347661619,2594.001376033882,0.7777777777777778,0.943579766536965,0.943986820428336
80,1311,180,64,14,566,632,196,91,18,599,669,126,0.9069599324113038,0.49999974046790524,2622.001360987011,0.7777777777777778,0.9449081803005008,0.9446935724962631
78,1311,183,74,14,529,608,176,91,18,560,644,134,0.9071355005195342,0.49999974046790524,2622.001360987011,0.7777777777777778,0.9446428571428571,0.9440993788819876
91,1448,197,62,14,476,457,173,91,18,602,578,120,0.9072853792176883,0.49999985118556,2896.000861933493,0.7777777777777778,0.7906976744186046,0.7906574394463668
65,1433,205,73,28,481,591,164,91,32,557,684,100,0.9071109510286948,0.4999998181132965,2866.001042574964,0.875,0.8635547576301615,0.8640350877192983
72,1626,248,86,38,461,579,172,91,41,491,617,101,0.9069694206674218,0.4999998335158555,3252.0010828132367,0.926829268292683,0.9389002036659878,0.9384116693679092
85,1554,254,102,44,489,500,118,70,47,518,529,162,0.9069788285956646,0.49999981522713205,3108.0011485485716,0.9361702127659575,0.944015444015444,0.945179584120983
73,1467,241,80,47,482,465,99,57,49,507,489,169,0.9065680289742206,0.4999997899908814,2934.0012323340256,0.9591836734693877,0.9506903353057199,0.950920245398773
79,1520,237,98,28,563,474,108,71,30,596,502,186,0.9067515977203378,0.49999980686636425,3040.001174252959,0.9333333333333333,0.9446308724832215,0.9442231075697212
97,1639,268,93,23,540,412,121,91,24,568,433,157,0.9060861645194422,0.49999983177308477,3278.0011028960275,0.9583333333333334,0.9507042253521126,0.9515011547344111
103,1692,269,76,60,572,458,144,91,64,614,491,178,0.9061753730553641,0.49999984821923216,3384.0010272525487,0.9375,0.9315960912052117,0.9327902240325866
87,1647,264,105,46,599,399,132,91,50,647,431,139,0.9064001864642577,0.4999998420141802,3294.0010408109097,0.92,0.9258114374034003,0.925754060324826
89,1629,282,92,31,524,378,140,55,33,551,421.3,131,0.9064726408932803,0.49999982980438396,3258.0011089950117,0.9393939393939394,0.9509981851179673,0.8972228815570852
79,1588,291,98,42,506,410,116,62,44,532,431,154,0.9062431756823809,0.49999982071784577,3176.001138800652,0.9545454545454546,0.9511278195488722,0.951276102088167
76,1540,260,70,51,593,426,92,65,54,632,454,166,0.9064726408932803,0.4999998143252524,3080.0011437568696,0.9444444444444444,0.9382911392405063,0.9383259911894273
99,1704,316,103,60,565,461,106,70,63,594,485,158,0.9057397044406477,0.49999984447169993,3408.001060081223,0.9523809523809523,0.9511784511784511,0.9505154639175257
97,1670,320,98,52,506,483,76,67,55,532,508,156,0.9053917550251367,0.49999983803302117,3340.001081939769,0.9454545454545454,0.9511278195488722,0.9507874015748031
98,1646,319,105,64,531,465,74,49,67,559,489,165,0.9048289537991392,0.49999983332355497,3292.0010973980798,0.9552238805970149,0.9499105545617174,0.950920245398773
106,1690,299,92,64,574,421,69,53,68,612,449,159,0.9051906798317156,0.4999998458503373,3380.001042052041,0.9411764705882353,0.9379084967320261,0.9376391982182628
70,1611,296,75,54,608,476,50,45,58,648,507,178,0.9059320807688495,0.49999983039860735,3222.0010929117448,0.9310344827586207,0.9382716049382716,0.9388560157790927
71,1685,270,101,34,631,430,57,39,36,668,455,186,0.9061044203452289,0.4999998428985099,3370.001058864376,0.9444444444444444,0.9446107784431138,0.945054945054945
77,1651,259,89,50,626,533,65,37,53,663,564,186,0.9060861645194422,0.4999998363608753,3302.001080673133,0.9433962264150944,0.9441930618401206,0.9450354609929078
80,1719,298,77,91,615,407,70,40,98,660,437,186,0.9062920826811462,0.4999998529557079,3438.00101107685,0.9285714285714286,0.9318181818181818,0.931350114416476
69,1581,265,84,47,583,490,100,50,50,621,522,178,0.9066569954098631,0.4999998238956053,3162.001113684584,0.94,0.9388083735909822,0.9386973180076629
67,1528,280,70,55,492,530,99,42,58,518,558,175,0.9064441110260348,0.49999980638533426,3056.001183373295,0.9482758620689655,0.9498069498069498,0.9498207885304659
74,1580,270,84,55,494,513,83,38,58,520,540,178,0.9063852342360631,0.49999981898775053,3160.0011439978307,0.9482758620689655,0.95,0.95
67,1463,240,53,43,623,575,105,31,46,668,617,143,0.9068810088864887,0.49999979715201426,2926.001187066894,0.9347826086956522,0.9326347305389222,0.9319286871961102
89,1406,259,53,50,641,613,150,58,53,679,649,154,0.9062596582144896,0.49999977448231286,2812.0012683120444,0.9433962264150944,0.9440353460972017,0.9445300462249615
67,1458,196,44,35,494,502,134,62,37,520,528,164,0.906785286152369,0.4999997875193995,2916.001239187389,0.9459459459459459,0.95,0.9507575757575758
92,1446,207,66,28,573,514,116,68,29,603,541,130,0.9063080304024669,0.49999978387173044,2892.0012500864514,0.9655172413793104,0.9502487562189055,0.9500924214417745
67,1298,196,50,44,552,562,56,54,46,581,591,159,0.9053917550251367,0.4999997316480833,2596.0013932838992,0.9565217391304348,0.9500860585197934,0.9509306260575296
59,1318,215,79,33,601,606,80,51,35,636,642,152,0.9057397044406477,0.499999743433962,2636.0013526168464,0.9428571428571428,0.9449685534591195,0.9439252336448598
53,1399,218,43,85,624,521,48,35,89,656,548,177,0.9058703450481898,0.4999997692432656,2798.0012913152814,0.9550561797752809,0.9512195121951219,0.9507299270072993
70,1436,200,56,80,670.25,637,44,26,84,743,670,186,0.9060109611189064,0.49999978100153253,2872.001257927748,0.9523809523809523,0.90208613728129206,0.9507462686567164
65,1472,255,47,57,589,542,47,40,60,620,570,156,0.9058492517569943,0.4999997913453385,2944.0012285591597,0.95,0.95,0.9508771929824561
81,1443,245,56,74,635,644,69,38,79,677,686,184,0.9047189473957922,0.49999978862319294,2886.001220067446,0.9367088607594937,0.9379615952732644,0.9387755102040817
69,1359,198,73,85,642,756,39,24,89,675,795,181,0.9052502251143105,0.49999975548926595,2718.0013291610003,0.9550561797752809,0.9511111111111111,0.9509433962264151
56,1343,187,57,84,566,688,35,34,88,595,724,179,0.9057169423371344,0.499999749570388,2686.0013453085494,0.9545454545454546,0.9512605042016806,0.9502762430939227
62,1370,208,65,118,670.25,923,39,36,124,757,971,182,0.9060300966222778,0.4999997592080062,2740.0013195407614,0.9516129032258065,0.8854029062087186,0.9505664263645726
64,1304,169,40,127,502,790,35,43,134,528,831,171,0.904563565439822,0.4999997343793827,2608.001385477876,0.9477611940298507,0.9507575757575758,0.950661853188929
66,1268,182,34,171,544,927,54,36,180,572,975,147,0.9058911778520482,0.4999997190310392,2536.00142507537,0.95,0.951048951048951,0.9507692307692308
77,1350,216,45,155,614,929,55,45,163,646,977,167,0.9059719969443657,0.4999997520333267,2700.0013390207,0.950920245398773,0.9504643962848297,0.9508700102354145
71,1370,218,41,169,604,851,48,44,171,612,862,152,0.9060109611189064,0.49999974009353515,2740.0014242881675,0.9883040935672515,0.9869281045751634,0.9872389791183295
91,1445,215,39,185,649,823,35,24,185,649,823,173,0.9047562132058619,0.4999997605392656,2890.0013840837078,1,1,1
92,1417,224,35,199,550,918,35,24,209.25,553,924,141,0.9052793512697525,0.49999975411561287,2834.0013936733917,0.951015531660693,0.9945750452079566,0.9935064935064936
79,1413,227,46,199,553,1019,46,24,209.25,553,1019,131,0.9052793512697525,0.499999749570388,2826.001415428876,0.951015531660693,1,1
89,1341,219,33,144,513,844,67,42,144,513,844,118,0.9050979851781847,0.49999972195669085,2682.0014914251396,1,1,1
91,1309,216,48,131,512,976,55,37,131,512,976,123,0.9048644566094097,0.49999971129239384,2618.0015116738987,1,1,1
79,1274,207,41,105,445,966,98,54,105,445,966,117,0.9058911778520482,0.49999971129239384,2548.0014712548104,1,1,1
97,1520,246,32,163,599,906,115,70,163,599,906,177,0.9054188730944335,0.4999997835872576,3040.0013157900435,1,1,1
98,1438,230,41,153,501,905,57,52,153,501,905,130,0.9045230605819398,0.49999975820226283,2876.001390821257,1,1,1
75,1424,199,31,117,518,857,67,45,118,524,868,136,0.9043097069334213,0.49999975954185993,2848.0013696502247,0.9915254237288136,0.9885496183206107,0.9873271889400922
81,1343,191,33,98,503,952,56,43,103,529,1001,140,0.9058278931416256,0.499999749570388,2686.0013453085494,0.9514563106796117,0.9508506616257089,0.951048951048951
81,1521,240,44,120,598,954,87,46,120,598,954,147,0.9050979851781847,0.49999978387173044,3042.0013149249603,1,1,1
82,1530,190,37,111,520,791,74,45,111,520,791,164,0.9054456141502872,0.4999997864069375,3060.001307190101,1,1,1
77,1525,219,29,123,574,760,83,49,125,585,774,150,0.9059320807688495,0.4999997929534609,3050.0012629844114,0.984,0.9811965811965812,0.9819121447028424
85,1526,222,51,81,550,714,146,75,81,550,714,182,0.9059320807688495,0.499999785285716,3052.0013106165525,1,1,1
85,1598,275,60,124,566,759,106,65,125,570,764,185,0.9052793512697525,0.49999980662607363,3196.0012360466153,0.992,0.9929824561403509,0.993455497382199
77,1477,254,46,100,439,707,62,46,101,442,711,186,0.905336356027572,0.4999997735708243,2954.0013377441755,0.9900990099009901,0.9932126696832579,0.9943741209563994
61,1314,218,54,70,409,739,51,40,104,608,1098,153,0.9050661460170323,0.49999986891122117,2628.000689002802,0.6730769230769231,0.6726973684210527,0.6730418943533698
60,1427,234,44,148,474,887,38,33,148,474,887,162,0.9036546632818494,0.49999975446010936,2854.001401542384,1,1,1
70,1463,280,41,141,467,802,44,29,141,467,802,170,0.9043097069334213,0.4999997663954206,2926.0013670546373,1,1,1
81,1473,259,33,114,437,735,39,30,114,437,735,134,0.9043972888920141,0.49999976955647457,2946.0013577738778,1,1,1
85,1422,258,35,196,523,898,113,65,196,523,898,147,0.9033549332319981,0.49999975273035147,2844.0014064704565,1,1,1
91,1508,294,31,151,528,832,107,63,151,528,832,155,0.9033549332319981,0.4999997801293191,3016.0013262605303,1,1,1
80,1542,278,35,117,478,743,111,53,117,478,743,141,0.9037663315081383,0.4999997897184077,3084.0012970174066,1,1,1
74,1458,281,39,100,445,749,96,53,100,445,749,161,0.9034173732376599,0.4999997647904471,2916.001371742758,1,1,1
95,1557,270,42,140,526,747,107,68,140,526,747,161,0.9033549332319981,0.4999997937505595,3114.0012845220454,1,1,1
90,1544,275,27,104,527,834,123,74,104,527,834,155,0.9033549332319981,0.49999979026282587,3088.0012953373307,1,1,1
71,1480,261,27,121,493,850,83,59,121,493,850,160,0.9033549332319981,0.49999977173119065,2960.0013513519684,1,1,1
76,1566,320,33,148,515,910,135,43,209.25,738,1173,142,0.9038205381394819,0.49999990079414286,3132.0006214256123,0.7072879330943848,0.6978319783197832,0.7757885763000852
63,1573,304,38,135,530,1031,118,64,152,596,1160,159,0.9040764853957337,0.49999984040346007,3146.00100418175,0.8881578947368421,0.889261744966443,0.8887931034482759
78,1633,320,47,118,576,958,143,53,118,576,958,142,0.9033549332319981,0.4999998125015703,3266.0012247402024,1,1,1
68,1522,305,40,132,495,1103.35,151,52,132,495,1121,170,0.9033549332319981,0.4999997841556428,3044.001314061014,1,1,0.9842551293487957
70,1499,285,32,115,506,915,112,54,115,506,915,135,0.9038205381394819,0.4999997774811849,2998.0013342234092,1,1,1
69,1516,320,49,116,556,1021,90,45,116,556,1021,155,0.9034785283468666,0.4999997824437312,3032.001319261788,1,1,1
85,1514,320,38,164,495,1083,146,67,164,495,1083,121,0.9038205381394819,0.4999997818685662,3028.0013210045395,1,1,1
95,1527,320,36,168,475,1096,79,62,169,478,1103,125,0.9033549332319981,0.4999997880723741,3054.001294454488,0.9940828402366864,0.9937238493723849,0.9936536718041704
90,1567,318,45,155,512,1027,94,44,155,512,1027,114,0.9033549332319981,0.4999997963745714,3134.001276324706,1,1,1
92,1494,310,24,191,513,982,116,46,191,513,982,158,0.9034173732376599,0.49999977598927614,2988.0013386886853,1,1,1
83,1441,269,32,134,485,978,102,44,134,485,978,171,0.9034785283468666,0.4999997592080062,2882.001387925721,1,1,1
96,1608,275,34,143,490,872,101,42,143,490,872,135,0.9033549332319981,0.49999980662607363,3216.0012437815753,1,1,1
95,1494,261,68,59,482,513,212,91,209.25,757,1173,152,0.9081594371831772,0.4999999238845548,2988.00045486597,0.2819593787335723,0.6367239101717305,0.4373401534526854
41,1490,176,54,14,248.25,578,176,76,18,502,1173,98,0.908432943790823,0.4999999238845548,2980.0004536481224,0.7777777777777778,0.4945219123505976,0.4927536231884058
108,1188,320,23,14,270,945,301.79999999999995,91,18,757,1173,129,0.908432943790823,0.4999999238845548,2376.000361700651,0.7777777777777778,0.35667107001321,0.8056265984654731
93,1561,244,95,35,498,679,289,91,37,527,719,120,0.9073194748832578,0.4999998170112893,3122.0011425819275,0.9459459459459459,0.9449715370018975,0.9443671766342142
85,1367,224,85,18,467,586,196,91,19,498,625,132,0.907042516877073,0.499999764467468,2734.0012878924917,0.9473684210526315,0.9377510040160643,0.9376
24,1289,167,41,14,248.25,359,54,46,24,377,421.3,143,0.908432943790823,0.4999999238845548,2578.0003924512953,0.5833333333333334,0.6584880636604774,0.8521243769285545
79,1978,211,103,14,248.25,359,226,74,25,757,421.3,131,0.908432943790823,0.4999999238845548,3956.0006022254943,0.56,0.32793923381770146,0.8521243769285545
102,2004,258,39,14,248.25,359,168,63,36,495,468,184,0.908432943790823,0.4999999238845548,4008.000610141502,0.3888888888888889,0.5015151515151515,0.7670940170940171
89,1901,205,108,15,248.25,359,46,24,46,391,421.3,160,0.908432943790823,0.4999999238845548,3802.0005787819337,0.32608695652173914,0.6349104859335039,0.8521243769285545
105,1767,249,77,20,248.25,359,113,89,50,377,421.3,146,0.908432943790823,0.4999999238845548,3534.0005379840486,0.4,0.6584880636604774,0.8521243769285545
71,1491,200,57,17,248.25,359,156,91,41,377,421.3,169,0.908432943790823,0.4999999238845548,2982.0004539525844,0.4146341463414634,0.6584880636604774,0.8521243769285545
92,1723,252,108,82,601,450,286,91,101,743,556,135,0.9082201760322367,0.499999889895998,3446.000758836949,0.8118811881188119,0.8088829071332436,0.8093525179856115
41,1334,168,41,141,624,1003,60,49,143,632,1016,169,0.9065940746225394,0.49999972605756843,2668.0014617576157,0.986013986013986,0.9873417721518988,0.9872047244094488
51,1168,167,35,96,457,1078,41,52,96,457,1078,151,0.906527973769642,0.49999971129239384,2336.001348842715,1,1,1
50,1202,203,27,107,392,1103.35,35,42,107,392,1129,153,0.9058703450481898,0.49999971129239384,2404.0013881069717,1,1,0.9772807794508414
66,1294,188,35,99,449,998,55,46,100,452,1004,172,0.9056705214073335,0.49999971129239384,2588.0014943514325,0.99,0.9933628318584071,0.9940239043824701
61,1288,178,23,83,362,981,58,44,83,377,981,147,0.9055985596104141,0.49999971129239384,2576.0014874224457,1,0.9602122015915119,1
73,1252,178,30,81,379,1103.35,72,45,81,379,1173,142,0.9048993990604778,0.49999971129239384,2504.0014458485266,1,1,0.940622335890878
100,1311,184,41,109,527,1089,66,43,109,527,1089,146,0.9044818582246311,0.49999971129239384,2622.001513983561,1,1,1
83,1358,211,42,120,670.25,1062,118,54,120,684,1062,136,0.904563565439822,0.4999997288744385,2716.0014727548487,1,0.9798976608187134,1
86,1198,182,32,109,612,1028,43,43,113,636,1068,127,0.9043972888920141,0.49999971129239384,2396.0013834876477,0.9646017699115044,0.9622641509433962,0.9625468164794008
83,1353,199,24,86,543,810,35,24,87,546,815,141,0.9046810651376977,0.4999997300683845,2706.001460870692,0.9885057471264368,0.9945054945054945,0.9938650306748467
71,1286,183,23,96,597,735,43,24,96,597,735,150,0.9056228657270091,0.49999971129239384,2572.0014851127835,1,1,1
82,1430,217,34,101,501,805,35,26,101,501,805,144,0.9054456141502872,0.49999975548926595,2860.0013986020826,1,1,1
86,1334,198,34,102,561,797,66,58,102,561,797,116,0.9048289537991392,0.4999997190310392,2668.0014992512174,1,1,1
64,1319,227,30,88,529,887,98,81,88,529,887,132,0.9049337941110167,0.4999997126042025,2638.001516301099,1,1,1
66,1332,227,47,86,549,829,100,77,86,549,829,160,0.9048644566094097,0.4999997181866551,2664.0015015023478,1,1,1
63,1399,255,41,74,498,817,135,79,74,498,817,168,0.9051293469230596,0.49999974453313684,2798.0014295932965,1,1,1
67,1407,218,41,61,501,840,158,91,61,501,840,132,0.9055236510799471,0.4999997474299737,2814.001421464826,1,1,1
64,1365,214,55,90,478,948,162,66,142,752,1173,140,0.9064726408932803,0.4999998915309303,2730.0005922412493,0.6338028169014085,0.6356382978723404,0.8081841432225064
65,1361,227,26,97,456,1005,137,58,97,456,1005,134,0.9059915959240611,0.4999997300683845,2722.0014695085083,1,1,1
90,1400,235,25,107,500,1001,149,54,107,500,1001,154,0.9047562132058619,0.4999997448979592,2800.0014285721577,1,1,1
98,1425,239,35,134,546,872,117,53,134,546,872,138,0.9041723296466183,0.4999997537703909,2850.001403509463,1,1,1
108,1462,261,31,148,631,968,118,48,148,631,968,145,0.9050661460170323,0.4999997660757428,2924.001367989696,1,1,1
92,1499,287,34,192,592,1012,159,49,192,592,1012,137,0.9050338186328274,0.4999997774811849,2998.0013342234092,1,1,1
101,1404,254,24,154,551,853,142,52,156,558,864,129,0.9042189511918559,0.49999975273035147,2808.001388667033,0.9871794871794872,0.9874551971326165,0.9872685185185185
87,1351,280,23,147,504,934,158,53,147,504,934,110,0.9052502251143105,0.49999972605756843,2702.001480385711,1,1,1
91,1410,278,23,172,536,851,110,33,172,536,851,107,0.9048644566094097,0.4999997485035964,2820.00141844043,1,1,1
77,1313,252,24,118,582,794,154,70,119,586,799,113,0.9052502251143105,0.49999971347378086,2626.0015048365653,0.9915966386554622,0.9931740614334471,0.9937421777221527
72,1254,259,23,93,572,956,129,52,93,572,956,134,0.9042189511918559,0.49999971129239384,2508.001448158189,1,1,1
59,1350,228,37,158,448,879,79,50,158,448,879,143,0.9055739261915361,0.4999997256515775,2700.0014814822944,1,1,1
79,1385,235,30,168,482,1103.35,36,37,209.25,691,1173,161,0.9047189473957922,0.499999873231452,2770.000702297934,0.8028673835125448,0.6975397973950795,0.940622335890878
78,1488,245,38,141,502,1103.35,65,44,159,565,1173,141,0.9047562132058619,0.4999998215736066,2976.0010619942723,0.8867924528301887,0.8884955752212389,0.940622335890878
71,1515,267,47,147,445,1069,97,48,147,445,1069,163,0.9055985596104141,0.4999997821564335,3030.0013201325883,1,1,1
88,1448,274,28,153,550,1029,97,74,153,550,1029,165,0.9042647362991719,0.4999997615304783,2896.0013812161283,1,1,1
88,1425,289,24,136,572,1049,62,46,136,572,1049,151,0.9034173732376599,0.4999997537703909,2850.001403509463,1,1,1
96,1543,295,23,180,670.25,988,149,61,179,709,982,146,0.9033549332319981,0.4999997875193995,3086.0013114308235,1.005586592178771,0.9453455571227081,1.0061099796334012
94,1445,282,23,198,670.25,1037,66,46,198,675,1037,121,0.9043097069334213,0.4999997605392656,2890.0013840837078,1,0.9929629629629629,1
82,1361,273,23,147,545,1062,66,48,147,545,1062,132,0.9034173732376599,0.4999997300683845,2722.0014695085083,1,1,1
75,1418,239,23,161,489,1050,88,42,162,492,1057,139,0.9052793512697525,0.49999975446010936,2836.0013927029436,0.9938271604938271,0.9939024390243902,0.9933774834437086
66,1325,264,24,125,492,1041,70,31,126,495,1047,159,0.9043538843030066,0.49999971860932224,2650.0014913714313,0.9920634920634921,0.9939393939393939,0.994269340974212
71,1376,289,23,185,512,1103.35,107,24,185,512,1159,144,0.9050338186328274,0.49999973592144403,2752.0014534891397,1,1,0.9519844693701466
83,1421,279,32,175,486,1075,153,40,175,486,1075,146,0.9037110504674845,0.49999975238220695,2842.0014074602327,1,1,1
91,1490,187,98,14,248.25,437,241,91,18,405,737,98,0.9083712795452815,0.4999999208885294,2980.0004715044392,0.7777777777777778,0.6129629629629629,0.592944369063772
114,1593,235,97,33,307,477,264,91,50,465,722,99,0.9083807539977359,0.4999999140560327,3186.0005476350534,0.66,0.6602150537634408,0.6606648199445984
64,1256,167,86,22,396,694,144,83,26,475,833,98,0.9083640139065572,0.49999977983742316,2512.001106097273,0.8461538461538461,0.8336842105263158,0.8331332533013205
54,1458,235,80,26,535,564,301.79999999999995,91,32,652,687,98,0.908432943790823,0.4999998414799935,2916.000924488971,0.8125,0.8205521472392638,0.8209606986899564
61,1429,167,43,14,248.25,359,154,59,18,377,421.3,98,0.908432943790823,0.4999999238845548,2858.000435075951,0.7777777777777778,0.6584880636604774,0.8521243769285545
59,1547,237,108,39,490,504,222,91,46,575,592,128,0.9078661421235282,0.49999984838634554,3094.0009381855784,0.8478260869565217,0.8521739130434782,0.8513513513513513
87,1373,233,75,22,401,562,193,64,27,485,679,105,0.9074897386520254,0.4999998185513137,2746.000996516547,0.8148148148148148,0.8268041237113402,0.8276877761413843
