Wins,Bat_H,Bat_2B,Bat_3B,Bat_HR,Bat_BB,Bat_SO,Base_SB,Base_CS,Pitch_H,Pitch_HR,Pitch_BB,Pitch_SO,Field_E,Field_DP,field_e,pitch_h,Ratio_Bat_H_Pitch_H,Ratio_Bat_HR_Pitch_HR,Ratio_Bat_BB_Pitch_BB,Ratio_Bat_SO_Pitch_SO
105,1572,301,73,106,631,563,38,35,1654,112,664,592,170,131,1.2294623439700076,0.4999998172324905,0.9504232164449818,0.9464285714285714,0.9503012048192772,0.9510135135135135
92,1544,270,75,60,662,457,79,82,1624,63,696,481,242,151,1.234516907077935,0.4999998104176272,0.9507389162561576,0.9523809523809523,0.9511494252873564,0.9501039501039501
100,1429,242,69,57,718,597,104,81,1484,59,746,620,181,160,1.2304670808203386,0.49999977296009185,0.9629380053908356,0.9661016949152542,0.9624664879356568,0.9629032258064516
99,1502,254,53,87,770,590,93,73,1580,92,810,621,136,173,1.225448451644861,0.4999997997115847,0.950632911392405,0.9456521739130435,0.9506172839506173,0.9500805152979066
88,1465,269,57,96,632,720,120,77,1541,101,665,757,168,159,1.2292669789975357,0.4999997894454034,0.9506813757300454,0.9504950495049505,0.9503759398496241,0.9511228533685601
94,1537,260,48,204,639,665,81,39,1617,215,672,700,134,193,1.2251557337792494,0.4999998087726686,0.9505256648113791,0.9488372093023256,0.9508928571428571,0.95
100,1559,257,38,190,622,670,92,72,1609,196,642,691,132,198,1.2248550446926,0.49999980686636425,0.968924798011187,0.9693877551020408,0.9688473520249221,0.9696092619392185
102,1461,211,34,162,702,740,95,52,1547,172,743,784,111,179,1.2211163795142745,0.49999979107549736,0.9444085326438267,0.9418604651162791,0.9448183041722745,0.9438775510204082
97,1492,259,59,196,667,657,48,41,1570,206,702,691,136,145,1.225448451644861,0.49999979715201426,0.9503184713375796,0.9514563106796117,0.9501424501424501,0.9507959479015919
98,1383,223,38,188,683,776,68,39,1455,198,718,816,117,157,1.2223075536112662,0.4999997638195109,0.9505154639175257,0.9494949494949495,0.9512534818941504,0.9509803921568627
88,1394,198,40,155,579,892,63,36,1466,163,609,938,134,143,1.2251557337792494,0.49999976735053203,0.9508867667121419,0.950920245398773,0.9507389162561576,0.9509594882729211
75,1364,175,53,181,521,894,77,49,1435,190,548,940,153,208,1.2276562085905556,0.49999975719020506,0.9505226480836237,0.9526315789473684,0.9507299270072993,0.951063829787234
86,1402,227,40,133,556,880,100,56,1475,140,585,926,130,149,1.2245460415316793,0.49999977018098246,0.9505084745762712,0.95,0.9504273504273504,0.9503239740820735
99,1361,178,34,110,453,867,124,70,1361,110,453,867,158,129,1.2282236873386954,0.4999997300683845,1,1,1,1
80,1375,180,39,79,438,893,141,60,1375,79,438,893,170,126,1.2294623439700076,0.49999973553719007,1,1,1,1
95,1399,201,27,108,430,830,94,64,1399,108,430,830,133,128,1.2250064066076989,0.49999974453313684,1,1,1,1
76,1234,202,36,67,439,980,57,43,1234,67,439,980,144,144,1.226545832664573,0.49999967164798564,1,1,1,1
85,1405,185,52,97,484,823,80,51,1405,97,484,823,109,130,1.2206931720557894,0.4999997467104013,1,1,1,1
88,1524,234,67,88,544,846,139,57,1533,89,547,851,134,136,1.2251557337792494,0.4999997872421002,0.9941291585127201,0.9887640449438202,0.9945155393053017,0.9941245593419507
89,1410,186,41,102,502,821,86,41,1474,107,525,858,169,152,1.229365181687211,0.49999976986904626,0.9565807327001357,0.9532710280373832,0.9561904761904761,0.9568764568764568
102,1511,231,34,139,597,820,149,75,1511,139,597,820,157,122,1.228112795733022,0.49999978100153253,1,1,1,1
88,1355,217,31,118,611,825,138,52,1355,118,611,825,127,106,1.2240661475121006,0.49999972767255346,1,1,1,1
92,1371,200,34,91,486,744,144,55,1371,91,486,744,128,154,1.2242283611177172,0.49999973399175696,1,1,1,1
98,1484,223,28,191,588,896,114,62,1484,191,588,896,124,160,1.2235654047663196,0.49999977296009185,1,1,1,1
95,1435,251,27,149,610,818,137,52,1435,149,610,818,140,138,1.226011251876914,0.49999975719020506,1,1,1,1
79,1443,220,24,183,556,834,106,46,1443,183,556,834,118,123,1.2224954586586532,0.49999975987501977,1,1,1,1
93,1449,196,29,121,487,810,108,68,2134,178,717,1193,128,149,1.2242283611177172,0.4999998902053511,0.6790065604498594,0.6797752808988764,0.6792189679218968,0.6789606035205364
88,1487,222,32,138,528,804,151,56,1487,138,528,804,139,131,1.2258732861819563,0.4999997738752669,1,1,1,1
95,1434,226,28,129,539,846,136,58,1434,129,539,846,166,131,1.229067382264516,0.4999997568514401,1,1,1,1
73,1389,236,23,125,445,923,128,59,1389,125,445,923,155,144,1.2278871533335383,0.49999974084146703,1,1,1,1
95,1354,218,25,100,440,953,132,46,1362,101,443,959,143,127,1.2264147120406708,0.4999997304646143,0.9941262848751835,0.9900990099009901,0.9932279909706546,0.9937434827945777
78,1329,244,17,90,513,896,82,55,1346,91,519,907,119,155,1.2226805190448937,0.4999997240185548,0.987369985141159,0.989010989010989,0.9884393063583815,0.9878721058434399
86,1436,222,27,129,538,952,141,65,1436,129,538,952,130,123,1.2245460415316793,0.4999997575282625,1,1,1,1
93,1366,191,29,108,583,957,126,68,1366,108,583,957,123,126,1.2233936117694213,0.49999973204084125,1,1,1,1
63,1333,201,34,72,503,899,142,78,1333,72,503,899,173,136,1.2297477569625839,0.49999971860932224,1,1,1,1
82,1499,227,41,163,520,976,105,53,2130,232,739,1387,125,148,1.2237347219559627,0.49999988979258964,0.7037558685446009,0.7025862068965517,0.7036535859269283,0.7036770007209805
90,1396,215,33,150,516,1190,124,40,1396,150,516,1190,125,143,1.2237347219559627,0.499999743433962,1,1,1,1
88,1488,242,33,174,498,1079,131,64,1488,174,498,1079,116,104,1.2221167352973217,0.49999977417909586,1,1,1,1
83,1374,209,27,159,447,1056,137,53,1374,159,447,1056,134,154,1.2251557337792494,0.49999973515209684,1,1,1,1
77,1480,253,23,187,594,1030,167,68,1480,187,594,1030,137,134,1.2255919233045867,0.49999977173119065,1,1,1,1
86,1408,265,28,211,668,1083,95,42,1408,211,668,1083,135,151,1.2253030684407724,0.49999974778861056,1,1,1,1
92,1464,286,29,155,428,940,96,37,1464,155,428,940,90,134,1.2158401460298702,0.49999976671444357,1,1,1,1
71,1374,284,21,149,541,1094,58,35,1374,149,541,1094,106,141,1.2200314782734076,0.49999973515209684,1,1,1,1
88,1552,307,58,153,601,959,128,49,1552,153,601,959,115,174,1.2219229328464036,0.499999792419492,1,1,1,1
65,1536,229,95,25,629,397,263,193,1991,32,815,515,425,108,1.2401326878102683,0.49999987386736044,0.7714716223003516,0.78125,0.7717791411042945,0.7708737864077669
75,1490,161,76,34,402,460,252,163,1599,36,431,494,410,102,1.2398449298540415,0.4999998044431303,0.9318323952470294,0.9444444444444444,0.9327146171693735,0.9311740890688259
80,1582,205,72,43,465,400,248,168,1686,46,496,426,407,96,1.2397850913863249,0.4999998241044454,0.9383155397390273,0.9347826086956522,0.9375,0.9389671361502347
64,1276,179,27,125,626,1015,167,59,1276,125,626,1015,167,149,1.2291677184674341,0.49999969290789203,1,1,1,1
68,1250,173,23,91,490,901,66,59,1298,95,509,936,144,151,1.226545832664573,0.4999997032295745,0.963020030816641,0.9578947368421052,0.962671905697446,0.9626068376068376
68,1343,242,34,146,553,922,65,64,1343,146,553,922,180,162,1.2303803159687867,0.49999972278420024,1,1,1,1
67,1425,255,46,125,443,862,85,67,1425,125,443,862,139,165,1.2258732861819563,0.4999997537703909,1,1,1,1
93,1530,265,38,173,520,805,95,53,1530,173,520,805,150,144,1.2272994172714449,0.4999997864069375,1,1,1,1
96,1562,293,41,186,552,750,101,53,1572,187,555,755,128,154,1.2242283611177172,0.4999997976678386,0.9936386768447837,0.9946524064171123,0.9945945945945946,0.9933774834437086
86,1555,298,36,203,455,745,131,56,1555,203,455,745,147,189,1.2269295457775036,0.4999997932196731,1,1,1,1
92,1428,257,30,143,446,685,58,54,2122,213,663,1018,117,201,1.2223075536112662,0.49999988896005315,0.6729500471253534,0.6713615023474179,0.6726998491704375,0.6728880157170923
95,1599,277,41,216,484,714,84,52,1599,216,484,714,125,185,1.2237347219559627,0.4999998044431303,1,1,1,1
87,1409,258,26,113,439,911,159,55,1409,113,439,911,120,146,1.2228628012010694,0.49999974814648407,1,1,1,1
81,1415,235,32,126,455,791,165,62,1415,126,455,791,155,164,1.2278871533335383,0.49999975027781596,1,1,1,1
83,1523,247,53,116,556,802,106,68,1523,116,556,802,118,176,1.2224954586586532,0.499999784438996,1,1,1,1
73,1495,280,47,144,565,900,118,45,1682,162,636,1013,118,209,1.2224954586586532,0.49999982326684866,0.8888228299643282,0.8888888888888888,0.8883647798742138,0.8884501480750246
80,1578,304,40,178,624,986,101,48,1578,178,624,986,134,180,1.2251557337792494,0.499999799203561,1,1,1,1
78,1424,296,27,136,497,973,104,55,1433,137,500,979,126,172,1.2239016184002114,0.4999997565119657,0.9937194696441033,0.9927007299270073,0.994,0.9938712972420838
74,1439,266,17,152,532,1039,81,59,1439,152,532,1039,110,192,1.2209065070949485,0.49999975853820966,1,1,1,1
74,1533,301,30,166,662,1072,82,33,1543,167,666,1079,128,143,1.2242283611177172,0.4999997899908814,0.9935191186001296,0.9940119760479041,0.993993993993994,0.9935125115848007
73,1366,297,25,177,620,1245,72,44,1366,177,620,1245,118,187,1.2224954586586532,0.49999973204084125,1,1,1,1
68,1378,273,30,209,488,1399,66,36,1378,209,488,1399,103,156,1.219335193169429,0.4999997366874438,1,1,1,1
56,1369,269,29,139,500,1125,94,50,1369,139,500,1125,103,154,1.219335193169429,0.49999973321395547,1,1,1,1
68,1423,266,24,196,547,1221,99,39,1423,196,547,1221,114,142,1.2217260730278052,0.49999975307776223,1,1,1,1
75,1400,301,20,180,502,1233,71,37,1400,180,502,1233,117,126,1.2223075536112662,0.4999997448979592,1,1,1,1
74,1562,233,101,40,434,414,155,201,1903,49,529,504,393,118,1.2394950020326758,0.4999998619321927,0.8208092485549133,0.8163265306122449,0.8204158790170132,0.8214285714285714
73,1594,312,79,56,392,353,144,112,1899,67,467,420,376,83,1.2391167216433587,0.49999986134993585,0.8393891521853607,0.835820895522388,0.8394004282655246,0.8404761904761905
51,1261,203,85,20,304,547,155,95,1491,24,359,647,310,102,1.237299504704967,0.4999997750869177,0.8457411133467472,0.8333333333333334,0.8467966573816156,0.8454404945904173
53,1334,144,62,13,418,787,239,163,1431,14,448,834,332,74,1.237977368220734,0.49999975583088063,0.9322152341020266,0.9285714285714286,0.9330357142857143,0.9436450839328537
45,1185,159,44,10,342,879,145,152,1263,11,365,922,298,107,1.2368919828251606,0.49999968655358773,0.9382422802850356,0.9090909090909091,0.936986301369863,0.9533622559652929
71,1261,156,49,10,482,613,206,171,1353,11,517,656,283,106,1.2363390511702346,0.4999997268668514,0.9320029563932003,0.9090909090909091,0.9323017408123792,0.9344512195121951
67,1376,167,57,17,490,645,226,193,1447,18,515,673,322,95,1.2376795856005238,0.499999761200759,0.9509329647546648,0.9444444444444444,0.9514563106796117,0.9583952451708767
85,1310,185,85,19,494,673,231,171,1378,20,520,708,265,122,1.2356016305215547,0.4999997366874438,0.9506531204644412,0.95,0.95,0.9505649717514124
90,1297,161,84,13,485,573,197,112,1373,14,514,607,244,107,1.2346185190502657,0.4999997347661619,0.9446467589220685,0.9285714285714286,0.943579766536965,0.943986820428336
80,1311,180,64,13,566,632,196,112,1388,14,599,669,246,126,1.2347186428035608,0.49999974046790524,0.9445244956772334,0.9285714285714286,0.9449081803005008,0.9446935724962631
78,1311,183,74,4,529,608,176,146,1388,4,560,644,266,134,1.2356449501923996,0.49999974046790524,0.9445244956772334,1,0.9446428571428571,0.9440993788819876
91,1448,197,62,5,476,457,173,112,1833,6,602,578,286,120,1.2364538092594937,0.49999985118556,0.789961811238407,0.8333333333333334,0.7906976744186046,0.7906574394463668
65,1433,205,73,28,481,591,164,78,1658,32,557,684,263,100,1.2355141022884575,0.4999998181132965,0.8642943305186972,0.875,0.8635547576301615,0.8640350877192983
72,1626,248,86,38,461,579,172,122,1733,41,491,617,247,101,1.234768157148572,0.4999998335158555,0.9382573571840739,0.926829268292683,0.9389002036659878,0.9384116693679092
85,1554,254,102,44,489,500,118,70,1645,47,518,529,248,162,1.2348173119700294,0.49999981522713205,0.9446808510638298,0.9361702127659575,0.944015444015444,0.945179584120983
73,1467,241,80,47,482,465,99,57,1543,49,507,489,211,169,1.2327223747975886,0.4999997899908814,0.9507453013609851,0.9591836734693877,0.9506903353057199,0.950920245398773
79,1520,237,98,28,563,474,108,71,1609,30,596,502,226,193,1.2336460275541983,0.49999980686636425,0.944686140459913,0.9333333333333333,0.9446308724832215,0.9442231075697212
97,1639,268,93,23,540,412,121,92,1724,24,568,433,180,157,1.2303803159687867,0.49999983177308477,0.9506960556844548,0.9583333333333334,0.9507042253521126,0.9515011547344111
103,1692,269,76,60,572,458,144,94,1815,64,614,491,185,178,1.2308056844473123,0.49999984821923216,0.9322314049586777,0.9375,0.9315960912052117,0.9327902240325866
89,1629,282,92,31,524,378,140,55,1714,33,551,398,204,131,1.2322496925797712,0.49999982980438396,0.9504084014002334,0.9393939393939394,0.9509981851179673,0.949748743718593
79,1588,291,98,42,506,410,116,62,1670,44,532,431,189,154,1.231131361254056,0.49999982071784577,0.9508982035928144,0.9545454545454546,0.9511278195488722,0.951276102088167
76,1540,260,70,51,593,426,92,65,1641,54,632,454,204,166,1.2322496925797712,0.4999998143252524,0.9384521633150518,0.9444444444444444,0.9382911392405063,0.9383259911894273
98,1646,319,105,64,531,465,74,49,1732,67,559,489,131,165,1.224701604576266,0.49999983332355497,0.9503464203233256,0.9552238805970149,0.9499105545617174,0.950920245398773
106,1690,299,92,64,574,421,69,53,1801,68,612,449,142,159,1.2262819304902024,0.4999998458503373,0.9383675735702388,0.9411764705882353,0.9379084967320261,0.9376391982182628
70,1611,296,75,54,608,476,50,45,1717,58,648,507,172,178,1.2296536151217794,0.49999983039860735,0.9382644146767618,0.9310344827586207,0.9382716049382716,0.9388560157790927
77,1651,259,89,50,626,533,65,37,1748,53,663,564,180,192,1.2303803159687867,0.4999998363608753,0.9445080091533181,0.9433962264150944,0.9441930618401206,0.9450354609929078
80,1719,298,77,91,615,407,70,40,1844,98,660,437,192,192,1.2313675900897756,0.4999998529557079,0.9322125813449024,0.9285714285714286,0.9318181818181818,0.931350114416476
67,1528,280,70,55,492,530,99,42,1607,58,518,558,202,175,1.232109234741482,0.49999980638533426,0.9508400746733043,0.9482758620689655,0.9498069498069498,0.9498207885304659
74,1580,270,84,55,494,513,83,38,1662,58,520,540,198,178,1.2318206705207315,0.49999981898775053,0.950661853188929,0.9482758620689655,0.95,0.95
67,1463,240,53,43,623,575,105,31,1570,46,668,617,238,143,1.2343090785837483,0.49999979715201426,0.9318471337579618,0.9347826086956522,0.9326347305389222,0.9319286871961102
89,1406,259,53,50,641,613,150,58,1489,53,679,649,190,154,1.2312108500564825,0.49999977448231286,0.9442578912021491,0.9433962264150944,0.9440353460972017,0.9445300462249615
92,1446,207,66,28,573,514,116,68,1521,29,603,541,193,130,1.2314448629771304,0.49999978387173044,0.9506903353057199,0.9655172413793104,0.9502487562189055,0.9500924214417745
67,1298,196,50,44,552,562,56,54,1365,46,581,591,149,159,1.227177616529496,0.4999997316480833,0.9509157509157509,0.9565217391304348,0.9500860585197934,0.9509306260575296
59,1318,215,79,33,601,606,80,51,1396,35,636,642,163,152,1.2287597350659403,0.499999743433962,0.9441260744985673,0.9428571428571428,0.9449685534591195,0.9439252336448598
53,1399,218,43,85,624,521,48,35,1472,89,656,548,169,177,1.229365181687211,0.4999997692432656,0.9504076086956522,0.9550561797752809,0.9512195121951219,0.9507299270072993
70,1436,200,56,80,706,637,44,26,1511,84,743,670,176,190,1.2300243978922214,0.49999978100153253,0.9503639973527466,0.9523809523809523,0.9502018842530283,0.9507462686567164
56,1343,187,57,84,566,688,26,34,1413,88,595,724,162,179,1.2286549094564416,0.499999749570388,0.9504600141542817,0.9545454545454546,0.9512605042016806,0.9502762430939227
64,1304,169,40,127,502,790,23,43,1372,134,528,831,124,171,1.2235654047663196,0.4999997343793827,0.9504373177842566,0.9477611940298507,0.9507575757575758,0.950661853188929
66,1268,182,34,171,544,927,54,36,1334,180,572,975,170,147,1.2294623439700076,0.4999997190310392,0.9505247376311844,0.95,0.951048951048951,0.9507692307692308
77,1350,216,45,155,614,929,55,45,1420,163,646,977,174,167,1.2298409243607415,0.4999997520333267,0.9507042253521126,0.950920245398773,0.9504643962848297,0.9508700102354145
71,1370,218,41,169,604,851,48,44,1387,171,612,862,176,152,1.2300243978922214,0.49999974009353515,0.9877433309300648,0.9883040935672515,0.9869281045751634,0.9872389791183295
92,1417,224,35,226,550,918,32,14,1426,227,553,924,145,141,1.226675324457206,0.49999975411561287,0.9936886395511921,0.9955947136563876,0.9945750452079566,0.9935064935064936
79,1413,227,46,221,553,1019,46,22,1413,221,553,1019,145,131,1.226675324457206,0.499999749570388,1,1,1,1
89,1341,219,33,144,513,844,67,42,1341,144,513,844,139,118,1.2258732861819563,0.49999972195669085,1,1,1,1
91,1309,216,48,131,512,976,55,37,1309,131,512,976,132,123,1.2248550446926,0.49999970819635586,1,1,1,1
79,1274,207,41,105,445,966,98,54,1274,105,445,966,170,117,1.2294623439700076,0.49999969194295274,1,1,1,1
98,1438,230,41,153,501,905,57,52,1438,153,501,905,123,130,1.2233936117694213,0.49999975820226283,1,1,1,1
75,1424,199,31,117,518,857,67,45,1442,118,524,868,118,136,1.2224954586586532,0.49999975954185993,0.9875173370319001,0.9915254237288136,0.9885496183206107,0.9873271889400922
81,1343,191,33,98,503,952,56,43,1413,103,529,1001,167,140,1.2291677184674341,0.499999749570388,0.9504600141542817,0.9514563106796117,0.9508506616257089,0.951048951048951
81,1521,240,44,120,598,954,87,46,1521,120,598,954,139,147,1.2258732861819563,0.49999978387173044,1,1,1,1
77,1525,219,29,123,574,760,83,49,1554,125,585,774,172,150,1.2296536151217794,0.4999997929534609,0.9813384813384813,0.984,0.9811965811965812,0.9819121447028424
77,1477,254,46,100,439,707,62,46,1486,101,442,711,147,193,1.2269295457775036,0.4999997735708243,0.993943472409152,0.9900990099009901,0.9932126696832579,0.9943741209563994
61,1314,218,54,70,409,739,51,40,1953,104,608,1098,138,153,1.2257335222331636,0.49999986891122117,0.6728110599078341,0.6730769230769231,0.6726973684210527,0.6730418943533698
70,1463,280,41,141,467,802,44,29,1463,141,467,802,118,170,1.2224954586586532,0.4999997663954206,1,1,1,1
81,1473,259,33,114,437,735,39,30,1473,114,437,735,120,134,1.2228628012010694,0.49999976955647457,1,1,1,1
91,1508,294,31,151,528,832,107,63,1508,151,528,832,83,155,1.2135541956782236,0.4999997801293191,1,1,1,1
80,1542,278,35,117,478,743,111,53,1542,117,478,743,107,141,1.2202557521794632,0.4999997897184077,1,1,1,1
74,1458,281,39,100,445,749,96,53,1458,100,445,749,101,161,1.2188503684527965,0.4999997647904471,1,1,1,1
90,1544,275,27,104,527,834,123,74,1544,104,527,834,94,155,1.2170080693937892,0.49999979026282587,1,1,1,1
71,1480,261,27,121,493,850,83,59,1480,121,493,850,100,160,1.2186014196061306,0.49999977173119065,1,1,1,1
76,1566,343,33,148,515,910,135,43,2245,212,738,1305,108,142,1.2204762847077366,0.49999990079414286,0.6975501113585746,0.6981132075471698,0.6978319783197832,0.6973180076628352
63,1573,304,38,135,530,1031,118,64,1770,152,596,1160,113,159,1.2215260801503558,0.49999984040346007,0.8887005649717514,0.8881578947368421,0.889261744966443,0.8887931034482759
68,1522,305,40,132,495,1121,151,52,1522,132,495,1121,100,170,1.2186014196061306,0.4999997841556428,1,1,1,1
70,1499,285,32,115,506,915,112,54,1499,115,506,915,108,135,1.2204762847077366,0.4999997774811849,1,1,1,1
69,1516,325,49,116,556,1021,90,45,1516,116,556,1021,102,155,1.2190949197532805,0.4999997824437312,1,1,1,1
85,1514,328,38,164,495,1083,146,67,1514,164,495,1083,108,121,1.2204762847077366,0.4999997818685662,1,1,1,1
95,1527,350,36,168,475,1096,79,62,1536,169,478,1103,74,125,1.210049277556815,0.4999997880723741,0.994140625,0.9940828402366864,0.9937238493723849,0.9936536718041704
90,1567,318,45,155,512,1027,94,44,1567,155,512,1027,87,114,1.2149010106934286,0.4999997963745714,1,1,1,1
92,1494,310,24,191,513,982,116,46,1494,191,513,982,101,158,1.2188503684527965,0.49999977598927614,1,1,1,1
96,1608,275,34,143,490,872,101,42,1608,143,490,872,84,135,1.2139017137749488,0.49999980662607363,1,1,1,1
93,1561,244,95,35,498,679,289,168,1653,37,527,719,291,120,1.2366403333485407,0.4999998170112893,0.9443436176648518,0.9459459459459459,0.9449715370018975,0.9443671766342142
85,1367,224,85,18,467,586,196,160,1457,19,498,625,255,132,1.2351516611926034,0.499999764467468,0.938229238160604,0.9473684210526315,0.9377510040160643,0.9376
41,1334,168,41,141,624,1003,60,49,1351,143,632,1016,213,169,1.2328522820995467,0.49999972605756843,0.9874167283493709,0.986013986013986,0.9873417721518988,0.9872047244094488
51,1168,156,35,96,457,1078,41,52,1168,96,457,1078,208,151,1.232523303472344,0.4999996334912742,1,1,1,1
66,1294,188,35,99,449,998,55,46,1302,100,452,1004,160,172,1.2284417240396688,0.49999970505024766,0.9938556067588326,0.99,0.9933628318584071,0.9940239043824701
73,1252,178,30,81,379,1203,72,45,1252,81,379,1203,133,142,1.2250064066076989,0.4999996810215476,1,1,1,1
83,1358,211,42,120,684,1062,118,54,1358,120,684,1062,124,136,1.2235654047663196,0.4999997288744385,1,1,1,1
86,1198,182,32,109,612,1028,43,43,1244,113,636,1068,120,127,1.2228628012010694,0.4999996769057392,0.9630225080385852,0.9646017699115044,0.9622641509433962,0.9625468164794008
83,1353,199,24,86,543,810,27,22,1361,87,546,815,127,141,1.2240661475121006,0.4999997300683845,0.994121969140338,0.9885057471264368,0.9945054945054945,0.9938650306748467
71,1286,183,22,96,597,735,43,23,1286,96,597,735,158,150,1.2282236873386954,0.49999969766525015,1,1,1,1
82,1430,217,34,101,501,805,32,26,1430,101,501,805,151,144,1.2274197651188437,0.49999975548926595,1,1,1,1
86,1334,198,34,102,561,797,66,58,1334,102,561,797,131,116,1.224701604576266,0.4999997190310392,1,1,1,1
64,1319,227,30,88,529,887,98,81,1319,88,529,887,134,132,1.2251557337792494,0.4999997126042025,1,1,1,1
64,1365,214,55,90,478,948,162,66,2147,142,752,1491,204,140,1.2322496925797712,0.4999998915309303,0.6357708430367955,0.6338028169014085,0.6356382978723404,0.635814889336016
90,1400,235,25,107,500,1001,149,54,1400,107,500,1001,129,154,1.2243883095152965,0.4999997448979592,1,1,1,1
92,1499,287,34,192,592,1012,159,49,1499,192,592,1012,137,137,1.2255919233045867,0.4999997774811849,1,1,1,1
101,1404,254,24,154,551,853,142,52,1422,156,558,864,116,129,1.2221167352973217,0.49999975273035147,0.9873417721518988,0.9871794871794872,0.9874551971326165,0.9872685185185185
87,1351,280,21,147,504,934,158,53,1351,147,504,934,144,110,1.226545832664573,0.49999972605756843,1,1,1,1
91,1410,278,21,172,536,851,110,33,1410,172,536,851,132,107,1.2248550446926,0.4999997485035964,1,1,1,1
77,1313,252,24,118,582,794,154,70,1321,119,586,799,144,113,1.226545832664573,0.49999971347378086,0.9939439818319455,0.9915966386554622,0.9931740614334471,0.9937421777221527
72,1254,259,17,93,572,956,129,52,1254,93,572,956,116,134,1.2221167352973217,0.4999996820382114,1,1,1,1
59,1350,228,37,158,448,879,79,50,1350,158,448,879,156,143,1.2280006254260654,0.4999997256515775,1,1,1,1
79,1385,235,30,168,482,1157,36,37,1986,241,691,1659,128,161,1.2242283611177172,0.499999873231452,0.6973816717019133,0.6970954356846473,0.6975397973950795,0.6974080771549126
78,1488,245,38,141,502,1118,65,44,1674,159,565,1258,129,141,1.2243883095152965,0.4999998215736066,0.8888888888888888,0.8867924528301887,0.8884955752212389,0.8887122416534181
88,1448,274,28,153,550,1029,97,74,1448,153,550,1029,117,165,1.2223075536112662,0.4999997615304783,1,1,1,1
88,1425,289,24,136,572,1049,62,46,1425,136,572,1049,101,151,1.2188503684527965,0.4999997537703909,1,1,1,1
96,1543,295,14,180,713,988,149,61,1534,179,709,982,68,146,1.2072532714992834,0.4999997875193995,1.0058670143415906,1.005586592178771,1.005641748942172,1.0061099796334012
94,1445,282,20,198,675,1037,66,46,1445,198,675,1037,118,121,1.2224954586586532,0.4999997605392656,1,1,1,1
82,1361,273,18,147,545,1062,66,48,1361,147,545,1062,101,132,1.2188503684527965,0.4999997300683845,1,1,1,1
75,1418,239,22,161,489,1050,88,42,1427,162,492,1057,145,139,1.226675324457206,0.49999975446010936,0.9936930623686054,0.9938271604938271,0.9939024390243902,0.9933774834437086
66,1325,264,24,125,492,1041,70,31,1333,126,495,1047,119,159,1.2226805190448937,0.49999971860932224,0.9939984996249063,0.9920634920634921,0.9939393939393939,0.994269340974212
59,1547,237,126,39,490,504,222,193,1816,46,575,592,407,128,1.2397850913863249,0.49999984838634554,0.8518722466960352,0.8478260869565217,0.8521739130434782,0.8513513513513513
87,1373,233,75,22,401,562,193,193,1660,27,485,679,319,105,1.237586979673266,0.4999998185513137,0.8271084337349398,0.8148148148148148,0.8268041237113402,0.8276877761413843
99,1453,209,98,29,335,588,175,163,1559,31,359,631,295,97,1.2367854493397825,0.49999979427940394,0.9320076972418216,0.9354838709677419,0.9331476323119777,0.9318541996830428
77,1335,177,66,25,391,504,217,168,1451,27,425,541,319,96,1.237586979673266,0.4999997625155493,0.9200551343900758,0.9259259259259259,0.92,0.9316081330868762
97,1453,178,83,18,355,417,206,193,1559,19,381,437,292,74,1.2366769477270587,0.49999979427940394,0.9320076972418216,0.9473684210526315,0.931758530183727,0.954233409610984
77,1377,164,73,16,333,486,225,171,1507,18,365,527,368,86,1.2389278551674845,0.49999977983742316,0.913735899137359,0.8888888888888888,0.9123287671232877,0.9222011385199241
54,1252,149,53,14,303,861,243,163,1317,15,319,906,356,82,1.2386302735833283,0.4999997117306596,0.9506454062262718,0.9333333333333333,0.9498432601880877,0.9503311258278145
81,1464,203,102,27,525,552,287,201,1560,29,560,584,341,106,1.2382318956742127,0.49999979454306376,0.9384615384615385,0.9310344827586207,0.9375,0.9452054794520548
61,1241,166,48,9,573,662,218,193,1331,10,615,710,307,101,1.2372003140914936,0.499999717763035,0.932381667918858,0.9,0.9317073170731708,0.9323943661971831
74,1203,157,55,13,607,748,264,201,1265,14,639,787,235,98,1.2341490344098642,0.49999968754393914,0.9509881422924901,0.9285714285714286,0.9499217527386542,0.9504447268106735
74,1238,178,53,33,608,713,211,142,1319,35,648,760,229,126,1.2338176486191481,0.4999997126042025,0.9385898407884761,0.9428571428571428,0.9382716049382716,0.9381578947368421
84,1343,204,62,37,543,665,188,97,1413,39,571,700,230,125,1.2338739595737616,0.499999749570388,0.9504600141542817,0.9487179487179487,0.9509632224168126,0.95
75,1298,182,55,29,525,566,144,71,1374,31,556,599,238,137,1.2343090785837483,0.49999973515209684,0.9446870451237264,0.9354838709677419,0.9442446043165468,0.9449081803005008
99,1582,231,79,100,523,560,65,62,1664,105,550,589,163,128,1.2287597350659403,0.4999998194226146,0.9507211538461539,0.9523809523809523,0.9509090909090909,0.9507640067911715
104,1656,246,84,112,555,550,74,79,1765,119,592,586,153,140,1.2276562085905556,0.49999983949794957,0.9382436260623229,0.9411764705882353,0.9375,0.9385665529010239
95,1616,264,92,104,509,448,74,68,1722,111,542,477,164,140,1.2288634094464779,0.49999983138208687,0.9384436701509872,0.9369369369369369,0.9391143911439115,0.939203354297694
73,1547,260,78,116,494,507,70,77,1627,122,520,533,170,158,1.2294623439700076,0.49999981111611863,0.9508297480024586,0.9508196721311475,0.95,0.9512195121951219
